Date,Open,High,Low,Close*,Adj Close**,Volume
"Apr 30, 2007",1482.37,1535.56,1476.7,1530.62,1530.62,64958050000
"Mar 31, 2007",1420.83,1498.02,1416.37,1482.37,1482.37,57032470000
"Mar 01, 2007",1406.8,1438.89,1363.98,1420.86,1420.86,67622250000
"Feb 01, 2007",1437.9,1461.57,1389.42,1406.82,1406.82,51844990000
"Jan 01, 2007",1418.03,1441.61,1403.97,1438.24,1438.24,56686200000
"Dec 01, 2006",1400.63,1431.81,1385.93,1418.3,1418.3,47578780000
"Nov 01, 2006",1377.76,1407.89,1360.98,1400.63,1400.63,55343930000
"Sep 30, 2006",1335.82,1389.45,1327.1,1377.94,1377.94,56793620000
"Aug 31, 2006",1303.8,1340.28,1290.93,1335.85,1335.85,49001440000
"Jul 31, 2006",1278.53,1306.74,1261.3,1303.82,1303.82,50485620000
"Jun 30, 2006",1270.06,1280.42,1224.54,1276.66,1276.66,46348220000
"May 31, 2006",1270.05,1290.68,1219.29,1270.2,1270.2,54873260000
"Apr 30, 2006",1310.61,1326.7,1245.34,1270.09,1270.09,54312830000
"Apr 01, 2006",1302.88,1318.16,1280.74,1310.61,1310.61,43308430000
"Mar 01, 2006",1280.66,1310.88,1268.42,1294.87,1294.87,50905040000
"Feb 01, 2006",1280.08,1297.57,1253.61,1280.66,1280.66,42859940000
"Jan 01, 2006",1248.29,1294.9,1245.74,1280.08,1280.08,49211650000
"Dec 01, 2005",1249.48,1275.8,1246.59,1248.29,1248.29,41756130000
"Nov 01, 2005",1207.01,1270.64,1201.07,1249.48,1249.48,45102870000
"Sep 30, 2005",1228.81,1233.34,1168.2,1207.01,1207.01,49793790000
"Aug 31, 2005",1220.33,1243.13,1205.35,1228.81,1228.81,44777510000
"Jul 31, 2005",1234.18,1245.86,1201.07,1220.33,1220.33,42030090000
"Jun 30, 2005",1191.33,1245.15,1183.55,1234.18,1234.18,37464670000
"May 31, 2005",1191.5,1219.59,1188.3,1191.33,1191.33,40334040000
"Apr 30, 2005",1156.85,1199.56,1146.18,1191.5,1191.5,39321990000
"Apr 01, 2005",1180.59,1191.88,1136.15,1156.85,1156.85,43424270000
"Mar 01, 2005",1203.6,1229.11,1163.69,1180.59,1180.59,39014150000
"Feb 01, 2005",1181.27,1212.44,1180.95,1203.6,1203.6,29297410000
"Jan 01, 2005",1211.92,1217.8,1163.75,1181.27,1181.27,31498800000
"Dec 01, 2004",1173.78,1217.33,1173.78,1211.92,1211.92,31102500000
"Nov 01, 2004",1130.2,1188.46,1127.6,1173.82,1173.82,30460280000
"Sep 30, 2004",1114.58,1142.05,1090.29,1130.2,1130.2,31511000000
"Aug 31, 2004",1104.24,1131.54,1099.18,1114.58,1114.58,26829870000
"Jul 31, 2004",1101.72,1109.68,1060.72,1104.24,1104.24,26586800000
"Jun 30, 2004",1140.84,1140.84,1078.78,1101.72,1101.72,29285600000
"May 31, 2004",1120.68,1146.34,1113.32,1140.84,1140.84,27529500000
"Apr 30, 2004",1107.3,1127.74,1076.32,1120.68,1120.68,29326400000
"Apr 01, 2004",1126.21,1150.57,1107.23,1107.3,1107.3,31611900000
"Mar 01, 2004",1144.94,1163.23,1087.16,1126.21,1126.21,33597900000
"Feb 01, 2004",1131.13,1158.98,1124.44,1144.94,1144.94,27985600000
"Jan 01, 2004",1111.92,1155.38,1105.08,1131.13,1131.13,32820000000
"Dec 01, 2003",1058.2,1112.56,1053.41,1111.92,1111.92,27839130000
"Nov 01, 2003",1050.71,1063.65,1031.2,1058.2,1058.2,24463220000
"Sep 30, 2003",995.97,1053.79,995.97,1050.71,1050.71,32298500000
"Aug 31, 2003",1008.01,1040.29,990.36,995.97,995.97,29940110000
"Jul 31, 2003",990.31,1011.01,960.84,1008.01,1008.01,24881470000
"Jun 30, 2003",974.5,1015.41,962.1,990.31,990.31,31553200000
"May 31, 2003",963.59,1015.33,963.59,974.5,974.5,31219400000
"Apr 30, 2003",916.92,965.38,902.83,963.59,963.59,30952100000
"Apr 01, 2003",848.18,924.24,847.85,916.92,916.92,29669610000
"Mar 01, 2003",841.15,895.9,788.9,848.18,848.18,30080030000
"Feb 01, 2003",855.7,864.64,806.29,841.15,841.15,25235300000
"Jan 01, 2003",879.82,935.05,840.34,855.7,855.7,30749580000
"Dec 01, 2002",936.31,954.28,869.45,879.82,879.82,25993640000
"Nov 01, 2002",885.76,941.82,872.05,936.31,936.31,29200960000
"Sep 30, 2002",815.28,907.44,768.63,885.76,885.76,37856310000
"Aug 31, 2002",916.07,924.02,800.2,815.28,815.28,27723710000
"Jul 31, 2002",911.62,965,833.44,916.07,916.07,29298400000
"Jun 30, 2002",989.82,994.46,775.68,911.62,911.62,42228720000
"May 31, 2002",1067.14,1070.74,952.92,989.82,989.82,29981510000
"Apr 30, 2002",1076.92,1106.59,1048.96,1067.14,1067.14,26905500000
"Apr 01, 2002",1147.39,1147.84,1063.46,1076.92,1076.92,28568900000
"Mar 01, 2002",1106.73,1173.94,1106.73,1147.39,1147.39,26563200000
"Feb 01, 2002",1130.2,1130.2,1074.36,1106.73,1106.73,26047600000
"Jan 01, 2002",1148.08,1176.97,1081.66,1130.2,1130.2,29746200000
"Dec 01, 2001",1139.45,1173.62,1114.53,1148.08,1148.08,25128570000
"Nov 01, 2001",1059.78,1163.38,1054.31,1139.45,1139.45,26330000000
"Sep 30, 2001",1040.94,1110.61,1026.76,1059.78,1059.78,29951280000
"Aug 31, 2001",1133.58,1155.4,944.75,1040.94,1040.94,25025290000
"Jul 31, 2001",1211.23,1226.27,1124.87,1133.58,1133.58,23359200000
"Jun 30, 2001",1224.42,1239.78,1165.54,1211.23,1211.23,23793710000
"May 31, 2001",1255.82,1286.62,1203.03,1224.38,1224.38,24748030000
"Apr 30, 2001",1249.46,1315.93,1232,1255.82,1255.82,24525900000
"Apr 01, 2001",1160.33,1269.3,1091.99,1249.46,1249.46,25409990000
"Mar 01, 2001",1239.94,1267.42,1081.19,1160.33,1160.33,27806610000
"Feb 01, 2001",1366.01,1376.38,1215.44,1239.94,1239.94,21644400000
"Jan 01, 2001",1320.28,1383.37,1274.62,1366.01,1366.01,27829800000
"Dec 01, 2000",1314.95,1389.05,1254.07,1320.28,1320.28,23610800000
"Nov 01, 2000",1429.4,1438.46,1294.9,1314.95,1314.95,20532300000
"Sep 30, 2000",1436.52,1454.82,1305.79,1429.4,1429.4,25951400000
"Aug 31, 2000",1517.68,1530.09,1419.44,1436.51,1436.51,20838300000
"Jul 31, 2000",1430.83,1525.21,1425.43,1517.68,1517.68,20363700000
"Jun 30, 2000",1454.6,1517.32,1413.89,1430.83,1430.83,19089100000
"May 31, 2000",1420.6,1488.93,1420.6,1454.6,1454.6,21738300000
"Apr 30, 2000",1452.43,1481.51,1361.09,1420.6,1420.6,19898300000
"Apr 01, 2000",1498.58,1527.19,1339.4,1452.43,1452.43,20106460000
"Mar 01, 2000",1366.42,1552.87,1346.62,1498.58,1498.58,26156200000
"Feb 01, 2000",1394.46,1444.55,1325.07,1366.42,1366.42,20912000000
"Jan 01, 2000",1469.25,1478,1350.14,1394.46,1394.46,21494400000
